订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
DD201708167493412169951752947,E43A6E078A04172,4,4,500ml统一阿萨姆奶茶,2017/12/13 20:23,A,已出货未退款,已提现
DD2017081922301940FE4D5F0E6F6,E43A6E078A04172,2.5,2.5,芬达330ml,2017/12/13 20:23,A,已出货未退款,已提现
DD2017060510593257658583DC5D9,E43A6E078A04134,4,4,王老吉（罐）,2017/12/13 20:23,B,已出货未退款,已提现
DD2017060511431339AD743269374,E43A6E078A04228,3.5,3.5,维他奶,2017/12/13 20:23,C,已出货未退款,已提现
DD2017042212510564088545C2CF0,E43A6E078A07631,4,4,营养快线,2017/12/13 20:23,D,已出货未退款,已提现
DD201708167493962577387950071,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/12/13 20:24,E,已出货未退款,已提现
DD20170816749396260270551928,E43A6E078A04228,3,3,印尼芝士威化饼干,2017/12/13 20:28,C,已出货未退款,已提现
DD20170605114402887D0718652B1,E43A6E078A04172,3,3,统一冰红茶,2017/12/13 20:30,A,已出货未退款,已提现
DD20170819225131700276C014448,E43A6E078A04228,4,4,王老吉（罐）,2017/12/13 20:30,C,已出货未退款,已提现
DD201708167493962618420932575,E43A6E078A04228,1.5,1.5,香脆肠,2017/12/13 20:33,C,已出货未退款,已提现
DD201708167493962680038139329,E43A6E078A04228,4,4,王老吉（500ml）,2017/12/13 20:34,C,已出货未退款,已提现
DD201708167493962810845261823,E43A6E078A04228,3,3,统一冰红茶,2017/12/13 20:35,C,已出货未退款,已提现
DD201708167493962830644880543,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/12/13 20:38,E,已出货未退款,已提现
DD2017062418412536BA1B5DD3FD5,E43A6E078A04134,3,3,熊字饼,2017/12/13 20:39,B,已出货未退款,已提现
DD2017062417510279F6130F08C8E,E43A6E078A04134,2,2,怡宝纯净水,2017/12/13 20:41,B,已出货未退款,已提现
DD201708167493630572439801997,E43A6E078A04172,4.5,4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/12/13 20:42,A,已出货未退款,已提现
DD2017081923455177121F5680212,E43A6E078A04228,3.5,3.5,伊利优酸乳,2017/12/13 20:42,C,已出货未退款,已提现
DD201708167493629698694854518,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/12/13 20:43,B,已出货未退款,已提现
DD20170820001455217FEBEBBF8B1,E43A6E078A04228,4,4,果粒橙,2017/12/13 20:43,C,已出货未退款,已提现
DD2017082000165349AE6A87C9E6D,E43A6E078A04228,3.5,3.5,伊利纯牛奶,2017/12/13 20:47,C,已出货未退款,已提现
DD20170605122933654ADA855BAB1,E43A6E078A07631,3,3,茉莉蜜茶,2017/12/13 20:47,D,已出货未退款,已提现
DD201708167493630456154876584,E43A6E078A06874,5,5,500ml统一阿萨姆奶茶,2017/12/13 20:47,E,已出货未退款,已提现
DD201708167493962928670056436,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/12/13 20:48,E,已出货未退款,已提现
DD20170820002236148A435BF2155,E43A6E078A04228,5,5,王老吉（500ml）,2017/12/13 20:49,C,已出货未退款,已提现
DD2017060512295770BC3B36D7415,E43A6E078A07631,4.5,4.5,脉动,2017/12/13 20:49,D,已出货未退款,已提现
DD201708167493962940044369527,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/12/13 20:51,E,已出货未退款,已提现
DD201708167493962976772777457,E43A6E078A04228,3.5,3.5,东鹏特饮,2017/12/13 20:52,C,已出货未退款,已提现
DD201708167493962982495256592,E43A6E078A04228,3.5,3.5,东鹏特饮,2017/12/13 20:55,C,已出货未退款,已提现
DD201708167493963100458564795,E43A6E078A04228,3.5,3.5,东鹏特饮,2017/12/13 20:56,C,已出货未退款,已提现
DD2017042211242565291C6F55BE1,E43A6E078A04172,4.5,4.5,脉动,2017/12/13 20:57,A,已出货未退款,已提现
DD20170820002305277C2CA45CA49,E43A6E078A04228,3.5,3.5,伊利优酸乳,2017/12/13 20:57,C,已出货未退款,已提现
DD201708167493963115582554464,E43A6E078A04228,3.5,3.5,东鹏特饮,2017/12/13 20:58,C,已出货未退款,已提现
DD20170816749396320541492942,E43A6E078A04228,4,4,营养快线,2017/12/13 20:59,C,已出货未退款,已提现
DD20170605123633355E083041A10,E43A6E078A04172,3.5,3.5,冰糖雪梨,2017/12/13 21:00,A,已出货未退款,已提现
DD2017082000305421B20BC199AF8,E43A6E078A06874,3,3,统一绿茶,2017/12/13 21:00,E,已出货未退款,已提现
DD201708167493963226865631024,E43A6E078A04172,3,3,维他奶,2017/12/13 21:01,A,已出货未退款,已提现
DD201708167493963241274367501,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/12/13 21:02,E,已出货未退款,已提现
DD201708167493963384995858208,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/12/13 21:09,E,已出货未退款,已提现
DD201708167493963451221954476,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 21:12,E,已出货未退款,已提现
DD201708167493963531584312634,E43A6E078A06874,10,10,湘潭铺子(羽泉版),2017/12/13 21:13,E,已出货未退款,已提现
DD201708167493963597099068941,E43A6E078A06874,7,7,红牛,2017/12/13 21:14,E,已出货未退款,已提现
DD201708167493963661834655608,E43A6E078A04172,3,3,维他柠檬茶,2017/12/13 21:17,A,已出货未退款,已提现
DD2017060512384265ABA85C4FBAF,E43A6E078A04172,3,3,统一冰红茶,2017/12/13 21:18,A,已出货未退款,已提现
DD2017082000313568DED69021CBA,E43A6E078A04228,5,5,脉动,2017/12/13 21:18,C,已出货未退款,已提现
DD201708167493963676600360917,E43A6E078A04172,2,2,鸭翅,2017/12/13 21:21,A,已出货未退款,已提现
DD201708167493963758656848118,E43A6E078A06874,7,7,红牛,2017/12/13 21:22,E,已出货未退款,已提现
DD201708167493724772470609357,E43A6E078A04228,3.5,3.5,250ml维他奶巧克力味,2017/12/13 21:23,C,已出货未退款,已提现
DD2017082002562894B2BE56BF50D,E43A6E078A04228,3.5,3.5,伊利纯牛奶,2017/12/13 21:23,C,已出货未退款,已提现
DD201708167493963814050586992,E43A6E078A06874,7,7,红牛,2017/12/13 21:26,E,已出货未退款,已提现
DD201708167493963941127074052,E43A6E078A04228,3,3,维他奶,2017/12/13 21:29,C,已出货未退款,已提现
DD201708167493963949039324597,E43A6E078A04228,3,3,维他奶,2017/12/13 21:38,C,已出货未退款,已提现
DD2017060513200161DD807A2FAEE,E43A6E078A04134,3,3,茉莉蜜茶,2017/12/13 21:39,B,已出货未退款,已提现
DD201708200315478108AEA7573AB,E43A6E078A04228,3,3,怡宝纯净水,2017/12/13 21:39,C,已出货未退款,已提现
DD201708167493964165665431819,E43A6E078A04172,4,4,脉动,2017/12/13 21:42,A,已出货未退款,已提现
DD201708167493964328036471974,E43A6E078A06874,7,7,红牛,2017/12/13 21:45,E,已出货未退款,已提现
DD201708167493540403956782751,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/12/13 21:47,B,已出货未退款,已提现
DD2017060513211310807A0D23F9E,E43A6E078A04134,3,3,雪碧（500ml）,2017/12/13 21:47,B,已出货未退款,已提现
DD20170820032222748FAA5EA1F8D,E43A6E078A04228,3,3,怡宝纯净水,2017/12/13 21:47,C,已出货未退款,已提现
DD201708167493964560743321863,E43A6E078A06874,7,7,红牛,2017/12/13 21:49,E,已出货未退款,已提现
DD2017060513220367145D435FE28,E43A6E078A04134,3,3,雪碧（500ml）,2017/12/13 21:50,B,已出货未退款,已提现
DD201708167493723953333038466,E43A6E078A04228,3.5,3.5,500ml加多宝,2017/12/13 21:50,C,已出货未退款,已提现
DD201708167493540883070362345,E43A6E078A04228,4,4,55g奥利奥原味芝士饼干,2017/12/13 21:50,C,已出货未退款,已提现
DD2017082003470331EB30E65924C,E43A6E078A04228,3,3,怡宝纯净水,2017/12/13 21:50,C,已出货未退款,已提现
DD201708167493964585539025466,E43A6E078A06874,6,6,红牛,2017/12/13 21:55,E,已出货未退款,已提现
DD2017062417482614003746DF5F2,E43A6E078A04134,3,3,卫龙大面筋,2017/12/13 21:56,B,已出货未退款,已提现
DD201708167493345021408493523,E43A6E078A07631,5,5,500ml统一阿萨姆奶茶,2017/12/13 22:14,D,已出货未退款,已提现
DD201708167493964786380392927,E43A6E078A06874,6,6,红牛,2017/12/13 22:17,E,已出货未退款,已提现
DD20170816749396506637544429,E43A6E078A06874,6,6,红牛,2017/12/13 22:25,E,已出货未退款,已提现
DD2017082005142652E0140079810,E43A6E078A04228,3,3,怡宝纯净水,2017/12/13 22:27,C,已出货未退款,已提现
DD201708167493630392558296144,E43A6E078A06874,5,5,48g好丽友薯愿香烤原味,2017/12/13 22:27,E,已出货未退款,已提现
DD201708167493630317912650879,E43A6E078A04134,6,6,86g合味道海鲜风味,2017/12/13 22:42,B,已出货未退款,已提现
DD201708167493224354679647258,E43A6E078A07631,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/12/13 22:42,D,已出货未退款,已提现
DD20170727074401857D0D0F3DB62,E43A6E078A07631,6,6,红牛,2017/12/13 22:42,D,已出货未退款,已提现
DD2017062417150213EE83231F7CD,E43A6E078A07631,3,3,统一绿茶,2017/12/13 22:51,D,已出货未退款,已提现
DD2017062416540010EB117FCA3DF,E43A6E078A06874,4.5,4.5,营养快线,2017/12/13 22:52,E,已出货未退款,已提现
DD20170624164923127ADD79A75FF,E43A6E078A04134,4,4,阿萨姆奶茶,2017/12/13 22:56,B,已出货未退款,已提现
DD201708167493965566440274063,E43A6E078A04172,3,3,印尼芝士威化饼干,2017/12/13 23:02,A,已出货未退款,已提现
DD2017062416484252E50416B8186,E43A6E078A06874,3.5,3.5,统一冰红茶,2017/12/13 23:12,E,已出货未退款,已提现
DD201708167493965583116506841,E43A6E078A06874,6,6,红牛,2017/12/13 23:31,E,已出货未退款,已提现
DD201708167493965706653022055,E43A6E078A04228,4.5,4.5,椰树牌椰汁,2017/12/13 23:44,C,已出货未退款,已提现
DD201708167493965759063327085,E43A6E078A04228,3,3,印尼芝士威化饼干,2017/12/13 23:45,C,已出货未退款,已提现
DD201708167493966198202043322,E43A6E078A04172,2.5,2.5,伊利优酸乳,2017/12/13 23:46,A,已出货未退款,已提现
DD201708167493966211194640739,E43A6E078A04172,3,3,维他奶,2017/12/13 23:48,A,已出货未退款,已提现
DD201708167493966229073539835,E43A6E078A06874,6,6,红牛,2017/12/14 0:00,E,已出货未退款,已提现
DD2017062416405936D8F761BDADF,E43A6E078A04228,3.5,3.5,东鹏特饮,2017/12/14 0:12,C,已出货未退款,已提现
DD2017062416332118A2A1F76BDAA,E43A6E078A04228,2,2,怡宝纯净水,2017/12/14 0:13,C,已出货未退款,已提现
DD20170624161409497713E4925F1,E43A6E078A07631,3.5,3.5,王老吉（罐）,2017/12/14 0:14,D,已出货未退款,已提现
DD2017062416020542478AE23A1AA,E43A6E078A04134,2,2,怡宝纯净水,2017/12/14 0:31,B,已出货未退款,已提现
DD2017062416011283795974FF128,E43A6E078A07631,2,2,鸭翅,2017/12/14 2:12,D,已出货未退款,已提现
DD20170624154953106036CE138D2,E43A6E078A04172,1.5,1.5,香豆干,2017/12/14 2:15,A,已出货未退款,已提现
DD201708167493967251490775714,E43A6E078A04172,4.5,4.5,椰树牌椰汁,2017/12/14 3:11,A,已出货未退款,已提现
DD2017062415462731B7ED85905DD,E43A6E078A07631,2,2,鸭翅,2017/12/14 3:20,D,已出货未退款,已提现
DD2017062415424723D01C3EB065C,E43A6E078A07631,2,2,鸭翅,2017/12/14 3:21,D,已出货未退款,已提现
DD20170624152301336824F486204,E43A6E078A06874,3.5,3.5,统一绿茶,2017/12/14 3:22,E,已出货未退款,已提现
DD201708167493967698059345189,E43A6E078A04228,1.5,1.5,小鱼仔,2017/12/14 3:24,C,已出货未退款,已提现
DD201708167493967747578059766,E43A6E078A04228,2,2,鸭翅,2017/12/14 3:25,C,已出货未退款,已提现
DD2017060513280235A188F56A343,E43A6E078A07631,3,3,果粒橙,2017/12/14 3:26,D,已出货未退款,已提现
DD2017082007110427DF47518056B,E43A6E078A06874,2,2,怡宝纯净水,2017/12/14 3:26,E,已出货未退款,已提现
DD201708167493967914019985926,E43A6E078A04228,4,4,阿萨姆奶茶,2017/12/14 3:32,C,已出货未退款,已提现
DD2017062415193120618AE1F2615,E43A6E078A06874,3,3,芬达330ml,2017/12/14 3:41,E,已出货未退款,已提现
DD20170624151902922A632F95ECC,E43A6E078A07631,3,3,雪碧最新款,2017/12/14 3:53,D,已出货未退款,已提现
DD20170816749396840480186019,E43A6E078A04172,4,4,银鹭八宝粥,2017/12/14 3:58,A,已出货未退款,已提现
DD201708167493968427225821866,E43A6E078A04172,2.5,2.5,伊利优酸乳,2017/12/14 3:59,A,已出货未退款,已提现
DD201708167493968622015736786,E43A6E078A06874,6,6,红牛,2017/12/14 4:00,E,已出货未退款,已提现
DD20170816749372375479951627,E43A6E078A07631,3.5,3.5,600ml可口可乐,2017/12/14 4:01,D,已出货未退款,已提现
DD2017082008420119762C50F60F5,E43A6E078A07631,3,3,雪碧最新款,2017/12/14 4:01,D,已出货未退款,已提现
DD20170605133745381218FB05F39,E43A6E078A04172,3,3,可口可乐（500ml）,2017/12/14 4:02,A,已出货未退款,已提现
DD2017082008435720148A6BF9FD8,E43A6E078A06874,6,6,红牛,2017/12/14 4:02,E,已出货未退款,已提现
DD201708167493968642235352778,E43A6E078A06874,6,6,红牛,2017/12/14 4:29,E,已出货未退款,已提现
DD201708167493968649448583746,E43A6E078A06874,6,6,红牛,2017/12/14 4:30,E,已出货未退款,已提现
DD2017060513552716F4DBB8578FB,E43A6E078A04172,3,3,可口可乐（500ml）,2017/12/14 4:31,A,已出货未退款,已提现
DD20170820085557408ECAE57F459,E43A6E078A04228,3.5,3.5,雪碧330ml,2017/12/14 4:31,C,已出货未退款,已提现
DD201708167493969008324075048,E43A6E078A04228,3,3,卫龙大面筋,2017/12/14 4:32,C,已出货未退款,已提现
DD201706051403011397169B905FF,E43A6E078A07631,3.5,3.5,阿萨姆奶茶,2017/12/14 4:42,D,已出货未退款,已提现
DD201708167493723754420206606,E43A6E078A07631,3.5,3.5,维他柠檬茶,2017/12/14 4:42,D,已出货未退款,已提现
DD2017082008562816D430B6F14BA,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/12/14 4:42,E,已出货未退款,已提现
DD201708167493969058425186237,E43A6E078A04228,4.5,4.5,椰树牌椰汁,2017/12/14 4:43,C,已出货未退款,已提现
DD201708167493969127691300767,E43A6E078A06874,6,6,红牛,2017/12/14 4:48,E,已出货未退款,已提现
DD201708167493969284011123727,E43A6E078A06874,6,6,红牛,2017/12/14 4:50,E,已出货未退款,已提现
DD20170624150131976313934C97B,E43A6E078A07631,4,4,阿萨姆奶茶,2017/12/14 5:32,D,已出货未退款,已提现
DD201706241444418790E6E1E02E1,E43A6E078A07631,3,3,雪碧最新款,2017/12/14 5:34,D,已出货未退款,已提现
DD20170624143957572754575830A,E43A6E078A04228,4,4,阿萨姆奶茶,2017/12/14 5:35,C,已出货未退款,已提现
DD201708200901451002639533FC8,E43A6E078A04228,3.5,3.5,雪碧330ml,2017/12/14 6:46,C,已出货未退款,已提现
DD201706051444406685D9D5B8700,E43A6E078A07631,3,3,卫龙大面筋,2017/12/14 6:46,D,已出货未退款,已提现
DD2017062414324482C9BD4B28EC6,E43A6E078A04228,1,1,香豆干,2017/12/14 7:39,C,已出货未退款,已提现
DD2017062414090512BA2B98CE06E,E43A6E078A04228,4,4,脉动,2017/12/14 7:41,C,已出货未退款,已提现
DD2017062413563276A56BCD7CC0A,E43A6E078A04134,2,2,怡宝纯净水,2017/12/14 7:43,B,已出货未退款,已提现
DD201706241355448571AC8B65C16,E43A6E078A07631,3,3,可口可乐最新款,2017/12/14 7:44,D,已出货未退款,已提现
DD201708167493969412664249693,E43A6E078A06874,6,6,安慕希酸奶,2017/12/14 7:47,E,已出货未退款,已提现
DD20170624135540783B3BF8F9EA6,E43A6E078A07631,3,3,可口可乐（500ml）,2017/12/14 7:50,D,已出货未退款,已提现
DD20170624132843443C2818A4737,E43A6E078A04172,2,2,怡宝纯净水,2017/12/14 7:51,A,已出货未退款,已提现
DD2017082009522318F89D194F6D8,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/12/14 7:54,D,已出货未退款,已提现
DD201708167493630563377216674,E43A6E078A06874,4.5,4.5,燕塘红枣牛奶,2017/12/14 7:54,E,已出货未退款,已提现
DD2017042211203226F6C56AFA946,E43A6E078A04172,10,10,湘潭铺子(羽泉版),2017/12/14 7:55,A,已出货未退款,已提现
DD2017072707413490053A5F5B9BD,E43A6E078A07631,2,2,怡宝纯净水,2017/12/14 7:55,D,已出货未退款,已提现
DD201708167493969441357122263,E43A6E078A06874,6,6,安慕希酸奶,2017/12/14 7:57,E,已出货未退款,已提现
DD201708167493969452686023962,E43A6E078A04228,4,4,脉动,2017/12/14 8:00,C,已出货未退款,已提现
DD201708167493630606312739237,E43A6E078A04172,4.5,4.5,52g旺旺仙贝,2017/12/14 8:06,A,已出货未退款,已提现
DD20170820095510949BE7E65A1A1,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/12/14 8:06,D,已出货未退款,已提现
DD20170820095919135613CCE15BA,E43A6E078A07631,3,3,卫龙大面筋,2017/12/14 8:07,D,已出货未退款,已提现
DD201708167493629595932865358,E43A6E078A06874,4,4,85g新麦潮北海道吐司,2017/12/14 8:07,E,已出货未退款,已提现
DD201708167493969490952084493,E43A6E078A04228,1.2,1.2,康师傅矿泉水,2017/12/14 8:12,C,已出货未退款,已提现
DD20170605144657999DD0C30FF72,E43A6E078A04134,3,3,统一绿茶,2017/12/14 8:16,B,已出货未退款,已提现
DD20170820100127184319DB8F68E,E43A6E078A07631,2,2,怡宝纯净水,2017/12/14 8:16,D,已出货未退款,已提现
DD201708167493969497584428967,E43A6E078A04228,1.2,1.2,康师傅矿泉水,2017/12/14 8:17,C,已出货未退款,已提现
DD201708167493969576621888241,E43A6E078A04228,1.2,1.2,康师傅矿泉水,2017/12/14 8:19,C,已出货未退款,已提现
DD201708167493969582038914585,E43A6E078A04228,4,4,脉动,2017/12/14 8:26,C,已出货未退款,已提现
DD20170816749396959363703451,E43A6E078A06874,6,6,安慕希酸奶,2017/12/14 8:27,E,已出货未退款,已提现
DD20170624121339691B2CF51D044,E43A6E078A04172,4,4,脉动,2017/12/14 8:39,A,已出货未退款,已提现
DD2017082010022014B7DB9816276,E43A6E078A07631,10,10,口味王槟榔（绿）,2017/12/14 9:00,D,已出货未退款,已提现
DD201704170142248216584DDA820,E43A6E078A06874,2.5,2.5,维他奶,2017/12/14 9:00,E,已出货未退款,已提现
DD20170816749396978806621457,E43A6E078A04228,1.5,1.5,小鱼仔,2017/12/14 9:01,C,已出货未退款,已提现
DD201708167493270708497861013,E43A6E078A06874,2.5,2.5,58g丽芝士纳宝帝奶酪威化饼干,2017/12/14 9:08,E,已出货未退款,已提现
DD201708167493375009108800959,E43A6E078A04172,6.5,6.5,148g富甲一方紫薯仔,2017/12/14 9:09,A,已出货未退款,已提现
DD201708167493375007315866438,E43A6E078A04134,3,3,250ml维他原味豆奶,2017/12/14 9:11,B,已出货未退款,已提现
DD201708167493969795627566327,E43A6E078A04228,1.5,1.5,小鱼仔,2017/12/14 9:12,C,已出货未退款,已提现
DD201708167493374976854276478,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/12/14 9:21,B,已出货未退款,已提现
DD201708167493052916122507595,E43A6E078A07631,3,3,250ml维他柠檬茶,2017/12/14 9:31,D,已出货未退款,已提现
DD2017072812291516A115ECCB8DA,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/12/14 9:31,D,已出货未退款,已提现
DD201708167493630616117956831,E43A6E078A04134,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/12/14 9:32,B,已出货未退款,已提现
DD2017060515210250554644B1DD7,E43A6E078A04228,3,3,卫龙大面筋,2017/12/14 9:32,C,已出货未退款,已提现
DD2017082010045891CD2EEFF2FB3,E43A6E078A07631,2,2,怡宝纯净水,2017/12/14 9:32,D,已出货未退款,已提现
DD201708167493381128487263739,E43A6E078A04228,4.5,4.5,250ml燕塘红枣牛奶,2017/12/14 9:51,C,已出货未退款,已提现
DD20170624121244302247B85A15B,E43A6E078A07631,3,3,雪碧最新款,2017/12/14 10:02,D,已出货未退款,已提现
DD201706050753359801DEA4EC47F,E43A6E078A04134,4,4,阿萨姆奶茶,2017/12/14 10:05,B,已出货未退款,已提现
